VHC03_SRC_FACTURESFOURNISSEURS_070826_154005.csv
N° ligne source;Erreur;Date arrêté comptable;Code société;Compte local;ID fournisseur externe; Code Tache;Code folio;Libellé;Quantité;Type;Montant;Devise;Date de pièce comptable;Numéro de pièce;Taux de TVA;Nature1;Nature2;Type de TVA;Date d'échéance;ID scan facture;Origine scan facture;Code region
0000000316;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0009890N;VFF;Facture MASTERNAUT FR1137567 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000317;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0009550C;VFF;Facture MASTERNAUT FR1137567 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000318;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0009886J;VFF;Facture MASTERNAUT FR1137567 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000319;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0231892N;VFF;Facture MASTERNAUT FR1137567 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000320;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0008827F;VFF;Facture MASTERNAUT FR1137567 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000321;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0009764W;VFF;Facture MASTERNAUT FR1137567 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000322;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0009698W;VFF;Facture MASTERNAUT FR1137567 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000323;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0868278E;VFF;Facture MASTERNAUT FR1137567 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000324;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;445661;67955-FRA92150;;VFF;Facture MASTERNAUT FR1137567 072024;0;STANDARD;52.50;EUR;31/07/2024;FR1137567;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000003D
0000000325;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;401100;67955-FRA92150;;VFF;Facture MASTERNAUT FR1137564 072024;0;STANDARD;65.60;EUR;31/07/2024;FR1137564;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000326;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001199M;VFF;Facture MASTERNAUT FR1137564 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137564;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000327;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0010152L;VFF;Facture MASTERNAUT FR1137564 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137564;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000006G
0000000328;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0010127H;VFF;Facture MASTERNAUT FR1137564 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137564;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000006G
0000000329;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK1007835S;VFF;Facture MASTERNAUT FR1137564 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137564;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000006G
0000000330;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0010061H;VFF;Facture MASTERNAUT FR1137564 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137564;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000006G
0000000331;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;445661;67955-FRA92150;;VFF;Facture MASTERNAUT FR1137564 072024;0;STANDARD;10.95;EUR;31/07/2024;FR1137564;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000332;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;401100;67955-FRA92150;;VFF;Facture MASTERNAUT FR1137565 072024;0;STANDARD;367.29;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000333;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0502570C;VFF;Facture MASTERNAUT FR1137565 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000334;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001061F;VFF;Facture MASTERNAUT FR1137565 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000335;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001049S;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000336;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001059D;VFF;Facture MASTERNAUT FR1137565 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000337;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001073V;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000338;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0031440C;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000339;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001033Z;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000340;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001047P;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000341;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0211899V;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000342;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0008396R;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000343;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0734808J;VFF;Facture MASTERNAUT FR1137565 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000344;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001055Z;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000345;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001054Y;VFF;Facture MASTERNAUT FR1137565 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000346;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001048R;VFF;Facture MASTERNAUT FR1137565 072024;3;STANDARD;32.79;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000347;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001070R;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000348;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001074W;VFF;Facture MASTERNAUT FR1137565 072024;2;STANDARD;21.86;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000349;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001065K;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000350;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0734797X;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000351;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001058C;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000352;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001015D;VFF;Facture MASTERNAUT FR1137565 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000353;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;445661;67955-FRA92150;;VFF;Facture MASTERNAUT FR1137565 072024;0;STANDARD;61.25;EUR;31/07/2024;FR1137565;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000002C
0000000354;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;401100;67955-FRA92150;;VFF;Facture MASTERNAUT FR1137569 072024;0;STANDARD;118.08;EUR;31/07/2024;FR1137569;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000355;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK1034014R;VFF;Facture MASTERNAUT FR1137569 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137569;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000356;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0029046G;VFF;Facture MASTERNAUT FR1137569 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137569;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000357;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0029079V;VFF;Facture MASTERNAUT FR1137569 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137569;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000358;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001405X;VFF;Facture MASTERNAUT FR1137569 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137569;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000359;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0029042C;VFF;Facture MASTERNAUT FR1137569 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137569;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000360;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0346471S;VFF;Facture MASTERNAUT FR1137569 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137569;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000361;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0029054R;VFF;Facture MASTERNAUT FR1137569 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137569;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000362;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0029050L;VFF;Facture MASTERNAUT FR1137569 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137569;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000363;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001426W;VFF;Facture MASTERNAUT FR1137569 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137569;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000364;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;445661;67955-FRA92150;;VFF;Facture MASTERNAUT FR1137569 072024;0;STANDARD;19.71;EUR;31/07/2024;FR1137569;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000005F
0000000365;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;401100;67955-FRA92150;;VFF;Facture MASTERNAUT FR1137568 072024;0;STANDARD;13.12;EUR;31/07/2024;FR1137568;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000366;CodeSociete:empty or null;25/08/2026;;622840;67955-FRA92150;GK0001240J;VFF;Facture MASTERNAUT FR1137568 072024;1;STANDARD;10.93;EUR;31/07/2024;FR1137568;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
0000000367;CodeSociete:empty or null,CodeTache:empty or null;25/08/2026;;445661;67955-FRA92150;;VFF;Facture MASTERNAUT FR1137568 072024;0;STANDARD;2.19;EUR;31/07/2024;FR1137568;20.00;FRAIS DE GESTION VEHICULES;;;;;;B00000008J
